Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus	domain	group	anchor
A0A4R7C9V9	A0A4R7C9V9_9HYPH	DNA helicase RecQ (EC 5.6.2.4)	EV668_1431	Enterovirga rhinocerotis	1339210	692	unreviewed	3.0	A0A4R7C9V9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylobacteriaceae (family), Enterovirga (genus)		Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Enterovirga	bac	bac	
G0A4G9	G0A4G9_METMM	DNA helicase RecQ (EC 5.6.2.4)	Metme_3185	Methylomonas methanica (strain DSM 25384 / MC09)	857087	734	unreviewed	3.0	G0A4G9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Methylococcales (order), Methylococcaceae (family), Methylomonas (genus), Methylomonas methanica (species)		Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	bac	bac	
A0A9W6GVJ7	A0A9W6GVJ7_9HYPH	DNA helicase RecQ (EC 5.6.2.4)	LMG27198_28900	Methylocystis echinoides	29468	652	unreviewed	3.0	A0A9W6GVJ7;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylocystaceae (family), Methylocystis (genus)		Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	bac	bac	
A0AAE3L0Q8	A0AAE3L0Q8_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	J2T55_000013	Methylohalomonas lacus	398773	615	unreviewed	3.0	A0AAE3L0Q8;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Methylohalomonadales (order), Methylohalomonadaceae (family), Methylohalomonas (genus)		Gammaproteobacteria	Methylohalomonadales	Methylohalomonadaceae	Methylohalomonas	bac	bac	
A0A8D5G8Q3	A0A8D5G8Q3_9PROT	DNA helicase RecQ (EC 5.6.2.4)	recQ ZMTM_14500	Methyloradius palustris	2778876	611	unreviewed	3.0	A0A8D5G8Q3;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Nitrosomonadales (order), Methylophilaceae (family), Methyloradius (genus)		Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methyloradius	bac	bac	
A0A7W6GDY6	A0A7W6GDY6_9HYPH	DNA helicase RecQ (EC 5.6.2.4)	GGR24_000141	Hansschlegelia beijingensis	1133344	614	unreviewed	3.0	A0A7W6GDY6;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylopilaceae (family), Hansschlegelia (genus)		Alphaproteobacteria	Hyphomicrobiales	Methylopilaceae	Hansschlegelia	bac	bac	
A0AAU9CAC9	A0AAU9CAC9_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	MIT9_P1032	Methylomarinovum caldicuralii	438856	601	unreviewed	3.0	A0AAU9CAC9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Methylococcales (order), Methylothermaceae (family), Methylomarinovum (genus)		Gammaproteobacteria	Methylococcales	Methylothermaceae	Methylomarinovum	bac	bac	
A0A5J5IVD7	A0A5J5IVD7_9MICO	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	F6B42_04155	Microbacterium radiodurans	661398	773	unreviewed	3.0	A0A5J5IVD7;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Microbacteriaceae (family), Microbacterium (genus)		Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	bac	bac	
A0AAU0MZL6	A0AAU0MZL6_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	recQ R5R33_02955	Microbulbifer pacificus	407164	630	unreviewed	3.0	A0AAU0MZL6;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Cellvibrionales (order), Microbulbiferaceae (family), Microbulbifer (genus)		Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	bac	bac	
D2NQU4	D2NQU4_ROTMD	DNA 3'-5' helicase (EC 5.6.2.4)	RMDY18_01880	Rothia mucilaginosa (strain DY-18) (Stomatococcus mucilaginosus)	680646	751	unreviewed	3.0	D2NQU4;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Micrococcaceae (family), Rothia (genus), Rothia mucilaginosa (species)		Actinomycetes	Micrococcales	Micrococcaceae	Rothia	bac	bac	
A0ABD4T3X6	A0ABD4T3X6_9CYAN	DNA helicase RecQ (EC 5.6.2.4)	recQ QQ91_0010855	Lyngbya confervoides BDU141951	1574623	740	unreviewed	3.0	A0ABD4T3X6;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Microcoleaceae (family), Lyngbya (genus), Lyngbya confervoides (species)		Cyanophyceae	Oscillatoriales	Microcoleaceae	Lyngbya	bac	bac	
A0A0K1S9Z4	A0A0K1S9Z4_9CHRO	DNA helicase RecQ (EC 5.6.2.4)	VL20_6176	Microcystis panniformis FACHB-1757	1638788	703	unreviewed	3.0	A0A0K1S9Z4;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Microcystaceae (family), Microcystis (genus), Microcystis panniformis (species)		Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	bac	bac	
A0A2T0K7F4	A0A2T0K7F4_9ACTN	DNA helicase RecQ (EC 5.6.2.4)	CLV67_11182	Actinoplanes italicus	113567	833	unreviewed	3.0	A0A2T0K7F4;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)		Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	bac	bac	
A0A846MY21	A0A846MY21_9PROT	DNA helicase RecQ (EC 5.6.2.4)	FHS83_001816	Rhizomicrobium palustre	189966	602	unreviewed	3.0	A0A846MY21;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Micropepsales (order), Micropepsaceae (family), Rhizomicrobium (genus)		Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	bac	bac	
A1ZJ89	A1ZJ89_MICM2	DNA helicase RecQ (EC 5.6.2.4)	M23134_00509	Microscilla marina ATCC 23134	313606	728	unreviewed	3.0	A1ZJ89;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Microscillaceae (family), Microscilla (genus), Microscilla marina (species)		Cytophagia	Cytophagales	Microscillaceae	Microscilla	bac	bac	
R4YZ47	R4YZ47_9ACTN	DNA 3'-5' helicase (EC 5.6.2.4)	BN381_290034	Candidatus Neomicrothrix parvicella RN1	1229780	730	unreviewed	3.0	R4YZ47;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Acidimicrobiia (class), Acidimicrobiales (order), Microthrixaceae (family), Candidatus Neomicrothrix (genus), Candidatus Neomicrothrix parvicella (species)		Acidimicrobiia	Acidimicrobiales	Microthrixaceae	Candidatus Neomicrothrix	bac	bac	
A0A5B8XTA7	A0A5B8XTA7_9DELT	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	FRD01_14070	Microvenator marinus	2600177	622	unreviewed	3.0	A0A5B8XTA7;	cellular organisms (no rank), Bacteria (domain), delta/epsilon subdivisions (clade), Deltaproteobacteria (class), Bradymonadales (order), Microvenatoraceae (family), Microvenator (genus)		Deltaproteobacteria	Bradymonadales	Microvenatoraceae	Microvenator	bac	bac	
A0A2K9P3A5	A0A2K9P3A5_9FIRM	DNA helicase RecQ (EC 5.6.2.4)	B9O19_01574	Monoglobus pectinilyticus	1981510	609	unreviewed	3.0	A0A2K9P3A5;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Monoglobales (order), Monoglobaceae (family), Monoglobus (genus)		Clostridia	Monoglobales	Monoglobaceae	Monoglobus	bac	bac	
A0A4Q7Z566	A0A4Q7Z566_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	EV700_1634	Fluviicoccus keumensis	1435465	738	unreviewed	3.0	A0A4Q7Z566;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Fluviicoccus (genus)		Gammaproteobacteria	Moraxellales	Moraxellaceae	Fluviicoccus	bac	bac	
A0AAJ3HUH0	A0AAJ3HUH0_PROHU	DNA helicase RecQ (EC 5.6.2.4)	M997_0547	Proteus hauseri ATCC 700826	1354271	609	unreviewed	3.0	A0AAJ3HUH0;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Morganellaceae (family), Proteus (genus), Proteus hauseri (species)		Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	bac	bac	
A0A330LU72	A0A330LU72_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	recQ MORIYA_3065	Moritella yayanosii	69539	606	unreviewed	3.0	A0A330LU72;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Moritellaceae (family), Moritella (genus)		Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	bac	bac	
A0A420XKC6	A0A420XKC6_9ACTN	DNA 3'-5' helicase (EC 5.6.2.4)	CLV35_3603	Motilibacter peucedani	598650	711	unreviewed	3.0	A0A420XKC6;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Motilibacterales (order), Motilibacteraceae (family), Motilibacter (genus)		Actinomycetes	Motilibacterales	Motilibacteraceae	Motilibacter	bac	bac	
A0A1B1S8G6	A0A1B1S8G6_9BACT	DNA helicase RecQ (EC 5.6.2.4)	A4V02_04770	Muribaculum intestinale	1796646	727	unreviewed	3.0	A0A1B1S8G6;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Muribaculaceae (family), Muribaculum (genus)		Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	bac	bac	
A0A7I7M7K8	A0A7I7M7K8_9MYCO	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	recQ MPSYJ_08100	Mycolicibacterium psychrotolerans	216929	552	unreviewed	3.0	A0A7I7M7K8;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)		Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	bac	bac	
A0A848LXP0	A0A848LXP0_9BACT	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	HG543_47175	Pyxidicoccus fallax	394095	695	unreviewed	3.0	A0A848LXP0;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Myxococcota (phylum), Myxococcia (class), Myxococcales (order), Cystobacterineae (suborder), Myxococcaceae (family), Pyxidicoccus (genus)		Myxococcia	Myxococcales	Myxococcaceae	Pyxidicoccus	bac	bac	
A0A938YNM6	A0A938YNM6_9ACTN	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	JL107_07995	Nakamurella flavida	363630	771	unreviewed	3.0	A0A938YNM6;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Nakamurellales (order), Nakamurellaceae (family), Nakamurella (genus)		Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	bac	bac	
A6FYZ2	A6FYZ2_9BACT	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	PPSIR1_30065	Plesiocystis pacifica SIR-1	391625	691	unreviewed	3.0	A6FYZ2;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Myxococcota (phylum), Polyangia (subclass), Nannocystales (order), Nannocystaceae (family), Plesiocystis (genus), Plesiocystis pacifica (species)			Nannocystales	Nannocystaceae	Plesiocystis	bac	bac	
A0A4R1MZM1	A0A4R1MZM1_9FIRM	DNA helicase RecQ (EC 5.6.2.4)	EDC19_1067	Natranaerovirga hydrolytica	680378	728	unreviewed	3.0	A0A4R1MZM1;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Lachnospirales (order), Natranaerovirgaceae (family), Natranaerovirga (genus)		Clostridia	Lachnospirales	Natranaerovirgaceae	Natranaerovirga	bac	bac	
A8MFY8	A8MFY8_ALKOO	DNA helicase RecQ (EC 5.6.2.4)	Clos_0979	Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs))	350688	745	unreviewed	3.0	A8MFY8;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Peptostreptococcales (order), Natronincolaceae (family), Alkaliphilus (genus), Alkaliphilus oremlandii (species)		Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	bac	bac	
A0AAP6JEL8	A0AAP6JEL8_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	recQ VCB98_02480	Natronospira elongata	3110268	713	unreviewed	3.0	A0AAP6JEL8;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Natronospirales (order), Natronospiraceae (family), Natronospira (genus)		Gammaproteobacteria	Natronospirales	Natronospiraceae	Natronospira	bac	bac	
A0A4Z0W830	A0A4Z0W830_9GAMM	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	E4656_12300	Natronospirillum operosum	2759953	640	unreviewed	2.0	A0A4Z0W830;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Natronospirillaceae (family), Natronospirillum (genus)		Gammaproteobacteria	Oceanospirillales	Natronospirillaceae	Natronospirillum	bac	bac	
F5S907	F5S907_KINKI	DNA helicase RecQ (EC 5.6.2.4)	recQ HMPREF0476_1690	Kingella kingae ATCC 23330	887327	819	unreviewed	3.0	F5S907;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Neisseriales (order), Neisseriaceae (family), Kingella (genus), Kingella kingae (species)		Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	bac	bac	
A0A4S3K1U9	A0A4S3K1U9_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	DFR24_0243	Panacagrimonas perspica	381431	764	unreviewed	3.0	A0A4S3K1U9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Nevskiales (order), Nevskiaceae (family), Panacagrimonas (genus)		Gammaproteobacteria	Nevskiales	Nevskiaceae	Panacagrimonas	bac	bac	
Q89XR5	Q89XR5_BRADU	DNA helicase RecQ (EC 5.6.2.4)	recQ	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	224911	670	unreviewed	3.0	Q89XR5;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)		Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	bac	bac	
A0A1I4U1N9	A0A1I4U1N9_9PROT	DNA helicase RecQ (EC 5.6.2.4)	SAMN05421880_13711	Nitrosomonas nitrosa	52442	648	unreviewed	3.0	A0A1I4U1N9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Nitrosomonadales (order), Nitrosomonadaceae (family), Nitrosomonas (genus)		Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	bac	bac	
A0AA96JX60	A0AA96JX60_9BACT	DNA helicase RecQ (EC 5.6.2.4)	recQ PP769_02465	Candidatus Nitrospira allomarina	3020900	811	unreviewed	3.0	A0AA96JX60;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Nitrospirota (phylum), Nitrospiria (class), Nitrospirales (order), Nitrospiraceae (family), Nitrospira (genus)		Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	bac	bac	
A0A7K0DB25	A0A7K0DB25_9NOCA	DNA helicase RecQ (EC 5.6.2.4)	dbpA_2 NRB20_59320	Nocardia macrotermitis	2585198	841	unreviewed	3.0	A0A7K0DB25;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)		Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	bac	bac	
A0A1H1LQ87	A0A1H1LQ87_9ACTN	DNA helicase RecQ (EC 5.6.2.4)	SAMN04488570_0291	Nocardioides scoriae	642780	618	unreviewed	3.0	A0A1H1LQ87;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Nocardioidaceae (family), Nocardioides (genus)		Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	bac	bac	
A0A4P6Q3K0	A0A4P6Q3K0_9ACTN	DNA 3'-5' helicase (EC 5.6.2.4)	recQ EKD16_17440	Streptomonospora litoralis	2498135	755	unreviewed	3.0	A0A4P6Q3K0;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Streptomonospora (genus)		Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Streptomonospora	bac	bac	
A0A1Z3HP71	A0A1Z3HP71_9CYAN	DNA helicase RecQ (EC 5.6.2.4)	crhR_2 XM38_030450	Halomicronema hongdechloris C2206	1641165	757	unreviewed	3.0	A0A1Z3HP71;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nodosilineales (order), Nodosilineaceae (family), Halomicronema (genus), Halomicronema hongdechloris (species)		Cyanophyceae	Nodosilineales	Nodosilineaceae	Halomicronema	bac	bac	
A0A7S6REX1	A0A7S6REX1_9CYAN	DNA helicase RecQ (EC 5.6.2.4)	recQ IM676_04970	Anabaenopsis elenkinii CCIBt3563	2779889	721	unreviewed	3.0	A0A7S6REX1;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nodulariaceae (family), Anabaenopsis (genus), Anabaenopsis elenkinii (species)		Cyanophyceae	Nostocales	Nodulariaceae	Anabaenopsis	bac	bac	
A0A2H6LK08	A0A2H6LK08_9NOSO	DNA helicase RecQ (EC 5.6.2.4)	NCWK1_3311	Nostoc cycadae WK-1	1861711	733	unreviewed	3.0	A0A2H6LK08;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Nostoc (genus), Nostoc cycadae (species)		Cyanophyceae	Nostocales	Nostocaceae	Nostoc	bac	bac	
A0A1N7MP06	A0A1N7MP06_9PROT	DNA helicase RecQ (EC 5.6.2.4)	SAMN05421779_104248	Insolitispirillum peregrinum	80876	605	unreviewed	3.0	A0A1N7MP06;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Novispirillaceae (family), Insolitispirillum (genus)		Alphaproteobacteria	Rhodospirillales	Novispirillaceae	Insolitispirillum	bac	bac	
A0A154WGD0	A0A154WGD0_9PROT	DNA helicase RecQ (EC 5.6.2.4)	AUP43_04325	Oceanibaculum pacificum	580166	611	unreviewed	3.0	A0A154WGD0;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Oceanibaculaceae (family), Oceanibaculum (genus)		Alphaproteobacteria	Rhodospirillales	Oceanibaculaceae	Oceanibaculum	bac	bac	
A0A1Y1SA27	A0A1Y1SA27_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	ATO7_15417	Oceanococcus atlanticus	1317117	609	unreviewed	3.0	A0A1Y1SA27;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Chromatiales (order), Oceanococcaceae (family), Oceanococcus (genus)		Gammaproteobacteria	Chromatiales	Oceanococcaceae	Oceanococcus	bac	bac	
A0A1H9GVG2	A0A1H9GVG2_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	SAMN03080615_01916	Amphritea atlantica	355243	725	unreviewed	3.0	A0A1H9GVG2;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Amphritea (genus)		Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	bac	bac	
A0A6M8B8Y0	A0A6M8B8Y0_9CYAN	DNA helicase RecQ (EC 5.6.2.4)	recQ HPC62_15960	Thermoleptolyngbya sichuanensis A183	2737172	763	unreviewed	3.0	A0A6M8B8Y0;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oculatellales (order), Oculatellaceae (family), Thermoleptolyngbya (genus), Thermoleptolyngbya sichuanensis (species)		Cyanophyceae	Oculatellales	Oculatellaceae	Thermoleptolyngbya	bac	bac	
H1DGQ4	H1DGQ4_9BACT	DNA helicase RecQ (EC 5.6.2.4)	HMPREF9449_01440	Odoribacter laneus YIT 12061	742817	735	unreviewed	3.0	H1DGQ4;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Odoribacteraceae (family), Odoribacter (genus), Odoribacter laneus (species)		Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	bac	bac	
