accession,gene,organism,taxid,subphylum,class,order,family,genus,length,reviewed,structure_source,afdb_version,mean_plddt,is_reference_proteome,structure_path,paralog_label
A0A8H4T2Y1,PIF1,Fusarium sarcochroum,1208366,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,821,unreviewed,AFDB,6,62.09,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4T2Y1-F1-model_v6.cif,
A0A8H4YPP2,PIF1,Fusarium anthophilum,48485,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,821,unreviewed,AFDB,6,62.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4YPP2-F1-model_v6.cif,
A0A8H5J614,PIF1,Fusarium napiforme,42672,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,820,unreviewed,AFDB,6,62.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5J614-F1-model_v6.cif,
A0A8H5UR89,PIF1,Fusarium pseudocircinatum,56676,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,820,unreviewed,AFDB,6,61.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5UR89-F1-model_v6.cif,
A0A8H6KXX6,PIF1,Colletotrichum plurivorum,2175906,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,892,unreviewed,AFDB,6,60.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6KXX6-F1-model_v6.cif,
A0A8H8RV52,pif1,Lachnellula occidentalis,215460,Pezizomycotina,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,879,unreviewed,AFDB,6,62.09,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H8RV52-F1-model_v6.cif,
A0A8J2TAJ9,PIF1,Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227),1333698,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,874,unreviewed,AFDB,6,62.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8J2TAJ9-F1-model_v6.cif,
A0A8T9B5J8,pif1,Lachnellula arida,1316785,Pezizomycotina,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,883,unreviewed,AFDB,6,60.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8T9B5J8-F1-model_v6.cif,
A0A9P0QU44,PIF1,[Candida] railenensis,45579,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Kurtzmaniella,714,unreviewed,AFDB,6,69.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P0QU44-F1-model_v6.cif,
A0A9P3CP80,PIF1,Cercospora kikuchii,84275,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,928,unreviewed,AFDB,6,61.22,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3CP80-F1-model_v6.cif,
A0A9P6VJM9,PIF1,Hyphodiscus hymeniophilus,353542,Pezizomycotina,Leotiomycetes,Helotiales,Hyphodiscaceae,Hyphodiscus,873,unreviewed,AFDB,6,62.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P6VJM9-F1-model_v6.cif,
A0A9P8Q4R9,PIF1,Wickerhamomyces pijperi (Yeast) (Pichia pijperi),599730,Saccharomycotina,Saccharomycetes,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,687,unreviewed,AFDB,6,71.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8Q4R9-F1-model_v6.cif,
A0A9Q8SIE6,PIF1,Colletotrichum lupini,145971,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,923,unreviewed,AFDB,6,59.03,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q8SIE6-F1-model_v6.cif,
A0A9Q9EGB7,PIF1,Septoria linicola,215465,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,852,unreviewed,AFDB,6,62.16,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q9EGB7-F1-model_v6.cif,
A0A9W4UE87,PIF1,Periconia digitata,1303443,Pezizomycotina,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,854,unreviewed,AFDB,6,61.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W4UE87-F1-model_v6.cif,
A0A9W8UIP0,PIF1,Akanthomyces muscarius (Entomopathogenic fungus) (Lecanicillium muscarium),2231603,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Akanthomyces,803,unreviewed,AFDB,6,62.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W8UIP0-F1-model_v6.cif,
A0A9W9RAK9,PIF1,Penicillium concentricum,293559,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,761,unreviewed,AFDB,6,64.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9RAK9-F1-model_v6.cif,
A0A9W9XR84,PIF1,Penicillium fimorum,1882269,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,762,unreviewed,AFDB,6,64.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9XR84-F1-model_v6.cif,
A0AA35NL61,SKDI13G0780,Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast),226230,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,857,unreviewed,AFDB,6,64.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA35NL61-F1-model_v6.cif,
A0AA38VV67,PIF1,Coniochaeta hoffmannii,91930,Pezizomycotina,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,825,unreviewed,AFDB,6,61.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA38VV67-F1-model_v6.cif,
A0AA39L6U6,PIF1,Sarocladium strictum (Black bundle disease fungus) (Acremonium strictum),5046,Pezizomycotina,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,866,unreviewed,AFDB,6,60.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA39L6U6-F1-model_v6.cif,
A0AAD5RWL4,PIF1,Zalerion maritima,339359,Pezizomycotina,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion,919,unreviewed,AFDB,6,58.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD5RWL4-F1-model_v6.cif,
A0AAD6H8K2,PIF1,Penicillium hordei,40994,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,718,unreviewed,AFDB,6,66.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD6H8K2-F1-model_v6.cif,
A0AAD6MU90,PIF1,Penicillium malachiteum,1324776,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,766,unreviewed,AFDB,6,64.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD6MU90-F1-model_v6.cif,
A0AAD9I3P7,PIF1,Phyllachora maydis,1825666,Pezizomycotina,Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora,562,unreviewed,AFDB,6,74.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD9I3P7-F1-model_v6.cif,
A0AAE8SVQ8,PIF1,Cephalotrichum gorgonifer,2041049,Pezizomycotina,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,854,unreviewed,AFDB,6,61.03,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAE8SVQ8-F1-model_v6.cif,
A0AAI8YJ59,PIF1,Anthostomella pinea,933095,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,879,unreviewed,AFDB,6,60.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAI8YJ59-F1-model_v6.cif,
A0AAI9XWQ1,PIF1,Colletotrichum melonis,1209925,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,834,unreviewed,AFDB,6,62.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAI9XWQ1-F1-model_v6.cif,
A0AAQ3M7G8,PIF1,Acrodontium crateriforme,150365,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Acrodontium,848,unreviewed,AFDB,6,61.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAQ3M7G8-F1-model_v6.cif,
A0AAV5R7D5,PIF1,Pichia kluyveri (Yeast),36015,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Pichia,690,unreviewed,AFDB,6,70.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV5R7D5-F1-model_v6.cif,
A0AAV9X1R8,PIF1,Orbilia ellipsospora,2528407,Pezizomycotina,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,989,unreviewed,AFDB,6,58.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV9X1R8-F1-model_v6.cif,
A0AAX4HXM9,PIF1,Colletotrichum destructivum,34406,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,884,unreviewed,AFDB,6,60.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAX4HXM9-F1-model_v6.cif,
A0ABN8VSG3,U6500O01980,Saccharomyces eubayanus (Yeast),1080349,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,731,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABP0EFL8,PIF1,[Candida] anglica,148631,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Kurtzmaniella,909,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ7IPQ8,PIF1,Botrytis deweyae,2478750,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,911,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ9RPP9,PIF1,Colletotrichum tamarilloi,1209934,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,834,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR0F5M0,PIF1,Podospora bellae-mahoneyi,2093777,Pezizomycotina,Sordariomycetes,Sordariales,Podosporaceae,Podospora,900,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR0G3Y6,PIF1,Podospora pseudocomata,2093779,Pezizomycotina,Sordariomycetes,Sordariales,Podosporaceae,Podospora,900,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR0SAG8,PIF1,Cladobotryum mycophilum,491253,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Cladobotryum,832,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR1RWV5,PIF1,Apiospora rasikravindrae,990691,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,876,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR3P4W3,PIF1,Neodothiora populina,2781224,Pezizomycotina,Dothideomycetes,Dothideales,Dothioraceae,Neodothiora,870,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR4D136,PIF1,Oculimacula yallundae,86028,Pezizomycotina,Leotiomycetes,Helotiales,Ploettnerulaceae,Oculimacula,970,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR4F3V5,PIF1,Diaporthe vaccinii,105482,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,516,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR4MDG3,PIF1,Ceratocystis lukuohia,2019550,Pezizomycotina,Sordariomycetes,Microascales,Ceratocystidaceae,Ceratocystis,751,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR4NXG5,PIF1,Nakaseomyces bracarensis,273131,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,919,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABY0HA38,PIF1,Monosporascus cannonballus,155416,Pezizomycotina,Sordariomycetes,Xylariales,,Monosporascus,803,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABY6US88,PIF1,Bionectria ochroleuca (Gliocladium roseum),29856,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,799,unreviewed,MISSING_predict_with_AF3,,,,,
A7EDF0,PIF1,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum),665079,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,907,unreviewed,AFDB,6,60.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A7EDF0-F1-model_v6.cif,
A7TJ00,RRM3,Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus),436907,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,732,unreviewed,AFDB,6,68.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A7TJ00-F1-model_v6.cif,
B3LSF2,RRM3,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),285006,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,723,unreviewed,AFDB,6,69.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B3LSF2-F1-model_v6.cif,
B8LYE9,PIF1,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum),441959,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,808,unreviewed,AFDB,6,62.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B8LYE9-F1-model_v6.cif,
B9WMD7,PIF1,Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast),573826,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,907,unreviewed,AFDB,6,57.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B9WMD7-F1-model_v6.cif,
C1GI25,PIF1,Paracoccidioides brasiliensis (strain Pb18),502780,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Paracoccidioides,797,unreviewed,AFDB,6,63.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C1GI25-F1-model_v6.cif,
C5E0W3,RRM3,Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229),559307,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,642,unreviewed,AFDB,6,72.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C5E0W3-F1-model_v6.cif,
E9DY51,PIF1,Metarhizium acridum (strain CQMa 102),655827,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,915,unreviewed,AFDB,6,58.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E9DY51-F1-model_v6.cif,
F0XHJ8,PIF1,Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera),655863,Pezizomycotina,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Leptographium,819,unreviewed,AFDB,6,59.03,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-F0XHJ8-F1-model_v6.cif,
F2T115,PIF1,Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus),559305,Pezizomycotina,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,780,unreviewed,AFDB,6,61.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-F2T115-F1-model_v6.cif,
G0W9L4,NDAI0D01610,Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639) (Saccharomyces dairenensis),1071378,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,759,unreviewed,AFDB,6,66.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G0W9L4-F1-model_v6.cif,
G3JM88,PIF1,Cordyceps militaris (strain CM01) (Caterpillar fungus),983644,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,853,unreviewed,AFDB,6,56.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G3JM88-F1-model_v6.cif,
G8JWH4,RRM3,Eremothecium cymbalariae (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582) (Yeast),931890,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,730,unreviewed,AFDB,6,68.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G8JWH4-F1-model_v6.cif,
G8ZVF0,TDEL0E03510,Torulaspora delbrueckii (Yeast) (Candida colliculosa),4950,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,669,unreviewed,AFDB,6,71.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G8ZVF0-F1-model_v6.cif,
H6BKX2,PIF1,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),858893,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,798,unreviewed,AFDB,6,64.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-H6BKX2-F1-model_v6.cif,
J7S460,KNAG0M01440,Huiozyma naganishii (strain ATCC MYA-139 / BCRC 22969 / CBS 8797 / KCTC 17520 / NBRC 10181 / NCYC 3082 / Yp74L-3) (Yeast) (Kazachstania naganishii),1071383,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Huiozyma,719,unreviewed,AFDB,6,67.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J7S460-F1-model_v6.cif,
K1WPA9,PIF1,Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus),1072389,Pezizomycotina,Leotiomycetes,Helotiales,Drepanopezizaceae,Drepanopeziza,873,unreviewed,AFDB,6,61.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-K1WPA9-F1-model_v6.cif,
L2G0F7,pif1-2,Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5)),1213859,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,853,unreviewed,AFDB,6,61.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-L2G0F7-F1-model_v6.cif,
Q4WVU7,PIF1,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),330879,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,788,unreviewed,AFDB,6,64.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q4WVU7-F1-model_v6.cif,
Q6FPW0,RRM3,Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus),284593,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,705,unreviewed,AFDB,6,68.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q6FPW0-F1-model_v6.cif,
Q756Y6,PIF1,Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii),284811,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,802,unreviewed,AFDB,6,64.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q756Y6-F1-model_v6.cif,
A0A086SVX6,PIF1,Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum),857340,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Hapsidospora,792,unreviewed,AFDB,6,63.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A086SVX6-F1-model_v6.cif,
A0A090CWN8,PIF1,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),515849,Pezizomycotina,Sordariomycetes,Sordariales,Podosporaceae,Podospora,835,unreviewed,AFDB,6,61.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A090CWN8-F1-model_v6.cif,
A0A0A2KQC3,PIF1,Penicillium expansum (Blue mold rot fungus),27334,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,720,unreviewed,AFDB,6,66.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0A2KQC3-F1-model_v6.cif,
A0A0D9NSG7,PIF1,Metarhizium anisopliae BRIP 53293,1291518,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,813,unreviewed,AFDB,6,61.72,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D9NSG7-F1-model_v6.cif,
A0A0F4YPA8,PIF1,Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815),1408163,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,709,unreviewed,AFDB,6,67.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0F4YPA8-F1-model_v6.cif,
A0A0F4ZHF8,PIF1,Thielaviopsis punctulata,72032,Pezizomycotina,Sordariomycetes,Microascales,Ceratocystidaceae,Thielaviopsis,697,unreviewed,AFDB,6,66.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0F4ZHF8-F1-model_v6.cif,
A0A0G4KXU7,PIF1,Verticillium longisporum (Verticillium dahliae var. longisporum),100787,Pezizomycotina,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,876,unreviewed,AFDB,6,60.09,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0G4KXU7-F1-model_v6.cif,
A0A0M9VTS8,PIF1,Escovopsis weberi,150374,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Escovopsis,839,unreviewed,AFDB,6,61.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0M9VTS8-F1-model_v6.cif,
A0A0N0DEY4,PIF1,Fusarium langsethiae,179993,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,822,unreviewed,AFDB,6,62.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0N0DEY4-F1-model_v6.cif,
A0A0P7BBB4,PIF1,Neonectria ditissima,78410,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,827,unreviewed,AFDB,6,62.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0P7BBB4-F1-model_v6.cif,
A0A135LFH1,PIF1,Penicillium patulum (Penicillium griseofulvum),5078,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,719,unreviewed,AFDB,6,67.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A135LFH1-F1-model_v6.cif,
A0A139HGG1,PIF1,Pseudocercospora eumusae,321146,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,858,unreviewed,AFDB,6,63.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A139HGG1-F1-model_v6.cif,
A0A139IDY3,PIF1,Pseudocercospora musae,113226,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,921,unreviewed,AFDB,6,60.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A139IDY3-F1-model_v6.cif,
A0A151GWK7,PIF1,Drechmeria coniospora (Nematophagous fungus) (Meria coniospora),98403,Pezizomycotina,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria,878,unreviewed,AFDB,6,60.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A151GWK7-F1-model_v6.cif,
A0A166NVT2,PIF1,Colletotrichum tofieldiae,708197,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,844,unreviewed,AFDB,6,62.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A166NVT2-F1-model_v6.cif,
A0A166U4T1,PIF1,Moelleriella libera RCEF 2490,1081109,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Moelleriella,1499,unreviewed,MISSING_predict_with_AF3,,,,,
A0A168C8M9,PIF1,Ascosphaera apis ARSEF 7405,392613,Pezizomycotina,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera,957,unreviewed,AFDB,6,57.72,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A168C8M9-F1-model_v6.cif,
A0A1C1C9U7,pif1,Cladophialophora carrionii,86049,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,763,unreviewed,AFDB,6,68.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1C1C9U7-F1-model_v6.cif,
A0A1E5R8N0,PIF1,Hanseniaspora opuntiae,211096,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,759,unreviewed,AFDB,6,68.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1E5R8N0-F1-model_v6.cif,
A0A1G4KDP5,PIF1,Lachancea mirantina,1230905,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,814,unreviewed,AFDB,6,65.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1G4KDP5-F1-model_v6.cif,
